id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
73042,7,2,490,699064,7,699057
73043,14,19,763,1246947,14,1246933
73044,14,-4,317,524575,14,524561
73045,6,4,430,759932,6,759926
73046,5,6,207,816734,5,816729
73047,6,-20,353,7791,6,7785
73048,15,7,321,869365,15,869350
73049,10,-17,89,95386,10,95376
73050,15,-20,755,28627,15,28612
73051,18,1,300,682222,18,682204
73052,10,-2,608,575693,10,575683
73053,16,18,840,1215078,16,1215062
73054,19,-17,745,121192,19,121173
73055,7,4,747,766878,7,766871
73056,13,-7,256,430187,13,430174
73057,20,7,378,869786,20,869766
73058,14,12,410,1025026,14,1025012
73059,17,17,296,1180195,17,1180178
73060,6,-15,985,176459,6,176453
73061,17,8,505,901985,17,901968
73062,14,-13,769,246766,14,246752
73063,6,12,595,1011821,6,1011815
73064,13,-8,454,401032,13,401019
73065,15,16,66,1147554,15,1147539
73066,17,10,114,960781,17,960764
73067,9,18,373,1194760,9,1194751
73068,13,-12,928,279504,13,279491
73069,14,-9,141,367614,14,367600
73070,12,-8,755,403250,12,403238
73071,5,-11,763,297534,5,297529
73072,12,0,246,650053,12,650041
73073,6,10,898,956783,6,956777
73074,12,8,155,899183,12,899171
73075,14,13,397,1056186,14,1056172
73076,13,-14,611,214338,13,214325
73077,20,18,431,1212219,20,1212199
73078,14,4,161,774428,14,774414
73079,12,18,481,1212516,12,1212504
73080,17,-10,31,335400,17,335383
73081,17,-6,599,463720,17,463703
73082,18,0,282,650210,18,650192
73083,15,-6,152,460298,15,460283
73084,16,-17,177,116769,16,116753
73085,8,9,769,922928,8,922920
73086,11,3,545,745835,11,745824
73087,14,-18,60,85650,14,85636
73088,20,7,729,872316,20,872296
73089,13,12,568,1026204,13,1026191
73090,19,-3,707,559427,19,559408
73091,5,-18,864,81061,5,81056
73092,19,-8,178,399176,19,399157
73093,11,-14,318,211853,11,211842
73094,8,-3,874,549946,8,549938
73095,10,13,652,1044809,10,1044799
73096,18,14,740,1091257,18,1091239
73097,19,-3,87,554382,19,554363
73098,6,-15,688,170077,6,170071
73099,13,-3,382,556644,13,556631
73100,10,-2,32,563485,10,563475
73101,17,10,774,965815,17,965798
73102,18,11,1000,998020,18,998002
73103,13,1,973,687426,13,687413
73104,19,17,153,1178985,19,1178966
73105,6,-19,96,33565,6,33559
73106,19,13,382,1056042,19,1056023
73107,18,-8,492,401269,18,401251
73108,5,-10,396,321160,5,321155
73109,16,11,422,993944,16,993928
73110,14,5,616,808354,14,808340
73111,17,7,972,873900,17,873883
73112,8,-5,848,486371,8,486363
73113,5,-3,947,551732,5,551727
73114,9,-5,39,468698,9,468689
73115,7,-15,13,155601,7,155594
73116,18,0,132,649233,18,649215
73117,14,10,21,959986,14,959972
73118,15,-1,923,623631,15,623616
73119,8,19,354,1225436,8,1225428
73120,15,9,517,932861,15,932846
73121,7,19,301,1224258,7,1224251
73122,15,4,555,777266,15,777251
73123,12,-10,20,335275,12,335263
73124,16,10,837,966274,16,966258
73125,18,8,215,899656,18,899638
73126,16,7,244,868766,16,868750
73127,17,12,155,1023173,17,1023156
73128,18,-1,79,617197,18,617179
73129,15,-20,745,28522,15,28507
73130,17,-5,148,492092,17,492075
73131,12,-13,344,243603,12,243591
73132,18,2,897,717168,18,717150
73133,11,5,854,809968,11,809957
73134,8,9,964,927302,8,927294
73135,11,8,457,901573,11,901562
73136,10,19,575,1230529,10,1230519
73137,19,-9,915,373850,19,373831
73138,17,-7,542,432444,17,432427
73139,14,12,686,1027248,14,1027234
73140,16,5,58,804263,16,804247
73141,20,5,240,805610,20,805590
73142,8,-4,985,520687,8,520679
73143,18,13,675,1058309,18,1058291
73144,19,18,830,1214972,19,1214953
73145,9,6,153,815464,9,815455
73146,7,4,595,763482,7,763475
73147,14,16,504,1150678,14,1150664
73148,12,-5,81,491501,12,491489
73149,12,6,217,837347,12,837335
73150,12,-11,778,309819,12,309807
73151,14,1,607,684626,14,684612
73152,14,17,678,1182898,14,1182884
73153,6,17,220,1159844,6,1159838
73154,6,-8,180,379407,6,379401
73155,8,-3,545,542784,8,542776
73156,17,15,34,1117025,17,1117008
73157,9,-7,284,411949,9,411940
73158,11,5,122,804671,11,804660
73159,20,-20,980,30267,20,30247
73160,5,-13,989,239767,5,239762
73161,13,-7,782,433995,13,433982
73162,10,-9,73,345183,10,345173
73163,10,-8,46,376365,10,376355
73164,12,17,359,1180647,12,1180635
73165,15,14,877,1092287,15,1092272
73166,11,16,741,1152381,11,1152370
73167,19,-16,613,151547,19,151528
73168,7,-11,109,283490,7,283483
73169,10,-16,430,133367,10,133357
73170,9,16,717,1140048,9,1140039
73171,11,-15,84,178430,11,178419
73172,6,2,356,696410,6,696404
73173,6,-1,341,601612,6,601606
73174,13,6,664,841120,13,841107
73175,7,-20,445,9525,7,9518
73176,10,-14,34,187252,10,187242
73177,8,2,121,691211,8,691203
73178,14,19,309,1243266,14,1243252
73179,20,-20,889,29647,20,29627
73180,13,8,617,902823,13,902810
73181,11,3,194,743356,11,743345
73182,14,-20,810,29133,14,29119
73183,11,-2,414,588196,11,588185
73184,19,9,302,931164,19,931145
73185,9,16,539,1136629,9,1136620
73186,18,6,181,837124,18,837106
73187,9,-12,97,251644,9,251635
73188,20,-4,249,524062,20,524042
73189,11,10,675,965138,11,965127
73190,11,2,757,716258,11,716247
73191,18,3,325,744367,18,744349
73192,10,4,908,770556,10,770546
73193,6,10,709,952838,6,952832
73194,13,-17,736,121085,13,121072
73195,8,18,96,1188849,8,1188841
73196,17,1,435,683251,17,683234
73197,14,15,126,1117764,14,1117750
73198,15,-5,483,494638,15,494623
73199,14,-14,783,215659,14,215645
73200,14,11,587,995096,14,995082
73201,6,-17,610,106670,6,106664
73202,6,0,906,645036,6,645030
73203,20,-4,924,528995,20,528975
73204,17,-5,921,497794,17,497777
73205,10,16,127,1127728,10,1127718
73206,12,-14,636,214529,12,214517
73207,18,-13,653,245799,18,245781
73208,17,-17,445,118789,17,118772
73209,20,-18,615,89676,20,89656
73210,16,3,818,747992,16,747976
73211,8,14,698,1077731,8,1077723
73212,14,-3,201,555204,14,555190
73213,20,15,601,1121190,20,1121170
73214,19,-9,182,367853,19,367834
73215,5,1,286,663406,5,663401
73216,10,-12,346,257190,10,257180
73217,17,9,413,932030,17,932013
73218,15,8,962,905430,15,905415
73219,9,-9,857,362763,9,362754
73220,17,-3,570,558326,17,558309
73221,9,-8,41,376259,9,376250
73222,12,-2,772,590906,12,590894
73223,16,-17,850,121828,16,121812
73224,12,-15,563,181920,12,181908
73225,14,-15,810,183823,14,183809
73226,9,-18,508,73383,9,73374
73227,5,-6,371,444757,5,444752
73228,14,3,893,748540,14,748526
73229,19,-6,472,462767,19,462748
73230,5,18,343,1194156,5,1194151
73231,6,16,493,1135637,6,1135631
73232,9,-14,316,193564,9,193555
73233,8,17,753,1171345,8,1171337
73234,20,13,858,1059665,20,1059645
73235,15,6,763,841908,15,841893
73236,13,-5,225,492626,13,492613
73237,13,2,953,717595,13,717582
73238,12,-10,4,335155,12,335143
73239,13,-17,764,121297,13,121284
73240,12,5,982,810999,12,810987
73241,9,7,900,863893,9,863884
73242,12,7,354,869595,12,869583
73243,13,1,547,684237,13,684224
73244,11,13,893,1059908,11,1059897
73245,8,8,447,884998,8,884990
73246,10,-19,306,38177,10,38167
73247,12,15,331,1119218,12,1119206
73248,20,16,24,1147274,20,1147254
73249,13,-3,880,560820,13,560807
73250,20,16,581,1151186,20,1151166
73251,16,-19,211,55758,16,55742
73252,16,-7,890,434882,16,434866
73253,17,6,908,843001,17,842984
73254,15,8,965,905460,15,905445
73255,17,-19,548,58268,17,58251
73256,10,-5,846,486307,10,486297
73257,9,-8,317,382134,9,382125
73258,19,-4,333,524682,19,524663
73259,5,15,753,1110566,5,1110561
73260,6,13,608,1043908,6,1043902
73261,8,19,63,1218825,8,1218817
73262,14,4,509,776918,14,776904
73263,8,2,787,705033,8,705025
73264,17,-15,879,184423,17,184406
73265,6,-7,315,412703,6,412697
73266,8,10,373,945432,8,945424
73267,10,9,374,914601,10,914591
73268,8,-10,652,326697,8,326689
73269,19,-18,93,85953,19,85934
73270,13,-6,156,460326,13,460313
73271,11,3,178,743191,11,743180
73272,13,3,179,743203,13,743190
73273,18,19,508,1244981,18,1244963
73274,6,6,408,821632,6,821626
73275,9,-6,746,452875,9,452866
73276,6,8,771,892169,6,892163
73277,9,-18,760,78950,9,78941
73278,10,7,147,847918,10,847908
73279,6,-20,578,12613,6,12607
73280,8,-14,957,207365,8,207357
73281,10,-5,621,481458,10,481448
73282,5,17,288,1161556,5,1161551
73283,18,-11,874,310566,18,310548
73284,7,10,842,955619,7,955612
73285,20,4,513,776976,20,776956
73286,8,-10,456,322533,8,322525
73287,7,-14,13,186749,7,186742
73288,5,-9,42,344503,5,344498
73289,20,10,398,962826,20,962806
73290,15,-4,391,525170,15,525155
73291,10,13,996,1052063,10,1052053
73292,7,-7,883,424735,7,424728
73293,6,5,429,790441,6,790435
73294,13,17,492,1181579,13,1181566
73295,16,-2,469,588678,16,588662
73296,5,-1,380,602306,5,602301
73297,20,-16,611,151526,20,151506
73298,18,0,677,653455,18,653437
73299,15,18,429,1212198,15,1212183
73300,13,-5,84,491528,13,491515
73301,11,-15,142,178877,11,178866
73302,6,-7,95,407858,6,407852
73303,11,18,738,1214252,11,1214241
73304,19,11,462,994227,19,994208
73305,17,6,962,843404,17,843387
73306,11,19,128,1241811,11,1241800
73307,5,-17,152,96632,5,96627
73308,12,15,89,1117457,12,1117445
73309,8,-3,14,530915,8,530907
73310,9,6,12,812431,9,812422
73311,6,-10,808,329932,6,329926
73312,10,12,699,1014474,10,1014464
73313,17,-3,771,559990,17,559973
73314,9,14,832,1080549,9,1080540
73315,19,-5,474,494553,19,494534
73316,7,-14,512,197744,7,197737
73317,17,-4,133,523085,17,523068
73318,6,7,65,846236,6,846230
73319,15,8,528,902165,15,902150
73320,7,-20,702,15505,7,15498
73321,20,-16,676,151885,20,151865
73322,6,11,810,985851,6,985845
73323,16,-15,726,183201,16,183185
73324,8,-18,854,80856,8,80848
73325,5,5,86,783443,5,783438
73326,10,7,597,857487,10,857477
73327,12,-2,481,588773,12,588761
73328,20,4,109,774063,20,774043
73329,20,14,349,1088148,20,1088128
73330,8,3,685,733692,8,733684
73331,14,18,419,1212154,14,1212140
73332,17,19,853,1247660,17,1247643
73333,20,-4,598,526585,20,526565
73334,20,-5,220,492588,20,492568
73335,18,9,453,932322,18,932304
73336,14,5,119,804659,14,804645
73337,13,-20,105,23554,13,23541
73338,20,10,317,962250,20,962230
73339,9,-14,166,190071,9,190062
73340,5,-5,964,489062,5,489057
73341,20,-15,264,179672,20,179652
73342,20,0,494,651946,20,651926
73343,17,-15,573,182026,17,182009
73344,9,-15,512,166499,9,166490
73345,8,6,70,813700,8,813692
73346,18,-12,709,277746,18,277728
73347,14,-5,179,492317,14,492303
73348,17,-4,639,526914,17,526897
73349,6,-9,514,355262,6,355256
73350,19,3,836,748107,19,748088
73351,9,3,981,740368,9,740359
73352,18,8,996,905699,18,905681
73353,17,-9,781,372730,17,372713
73354,12,-4,227,523888,12,523876
73355,14,12,166,1023273,14,1023259
73356,18,14,411,1088672,18,1088654
73357,10,-2,40,563684,10,563674
73358,19,-11,8,303769,19,303750
73359,16,4,278,775202,16,775186
73360,11,7,653,871796,11,871785
73361,12,-3,397,556709,12,556697
73362,7,4,591,763427,7,763420
73363,20,-2,402,588118,20,588098
73364,13,-19,501,57847,13,57834
73365,8,-11,871,299777,8,299769
73366,7,14,867,1081260,7,1081253
73367,10,-8,844,393336,10,393326
73368,9,13,670,1045237,9,1045228
73369,14,-17,841,121783,14,121769
73370,6,10,7,937665,6,937659
73371,19,-14,947,216845,19,216826
73372,7,-19,411,40413,7,40406
73373,12,-6,629,463960,12,463948
73374,15,-1,845,623046,15,623031
73375,7,2,973,708991,7,708984
73376,15,-20,776,28794,15,28779
73377,20,-15,25,177996,20,177976
73378,20,-2,540,589180,20,589160
73379,14,-11,451,307392,14,307378
73380,20,-4,257,524106,20,524086
73381,7,13,313,1037447,7,1037440
73382,14,-9,243,368353,14,368339
73383,13,-16,685,151931,13,151918
73384,6,-5,225,472946,6,472940
73385,16,4,603,777686,16,777670
73386,15,-10,995,342677,15,342662
73387,19,1,254,681930,19,681911
73388,5,-20,482,10313,5,10308
73389,11,-3,833,560439,11,560428
73390,15,12,606,1026513,15,1026498
73391,14,-15,842,184093,14,184079
73392,12,-9,849,373272,12,373260
73393,14,16,812,1152951,14,1152937
73394,5,-14,409,195756,5,195751
73395,12,-16,150,148050,12,148038
73396,12,9,622,933699,12,933687
73397,19,-12,435,275653,19,275634
73398,14,1,114,680708,14,680694
73399,7,-16,499,134934,7,134927
73400,15,-9,331,369056,15,369041
73401,7,8,93,877040,7,877033
73402,17,16,610,1151420,17,1151403
73403,6,-8,47,376410,6,376404
73404,9,13,597,1043632,9,1043623
73405,17,2,56,710947,17,710930
73406,17,-14,908,216589,17,216572
73407,12,-10,879,341719,12,341707
73408,15,2,518,714550,15,714535
73409,10,-16,254,129552,10,129542
73410,9,-18,911,82273,9,82264
73411,18,18,637,1213555,18,1213537
73412,15,-9,477,370427,15,370412
73413,11,10,85,960488,11,960477
73414,12,-18,681,90203,12,90191
73415,6,11,123,971031,6,971025
73416,18,-9,489,370522,18,370504
73417,19,-3,700,559354,19,559335
73418,11,-14,152,210475,11,210464
73419,15,14,515,1089477,15,1089462
73420,9,16,212,1129717,9,1129708
73421,15,-11,939,311036,15,311021
73422,16,1,223,681665,16,681649
73423,11,-12,943,279618,11,279607
73424,16,-11,510,307827,16,307811
73425,17,6,917,843101,17,843084
73426,10,5,613,794398,10,794388
73427,8,-12,810,267057,8,267049
73428,6,14,643,1076300,6,1076294
73429,5,15,672,1108687,5,1108682
73430,9,13,702,1045835,9,1045826
73431,17,15,15,1116884,17,1116867
73432,6,-17,621,106900,6,106894
73433,19,5,804,809638,19,809619
73434,6,-19,477,41809,6,41803
73435,9,-1,88,595710,9,595701
73436,8,-17,609,106638,8,106630
73437,11,-10,94,335838,11,335827
73438,10,-4,838,517195,10,517185
73439,13,13,891,1059885,13,1059872
73440,11,-15,348,180333,11,180322
73441,18,12,433,1025235,18,1025217
73442,14,14,657,1090591,14,1090577
73443,19,19,894,1248022,19,1248003
73444,7,-19,442,41043,7,41036
73445,8,3,63,720156,8,720148
73446,13,11,833,996864,13,996851
73447,9,10,191,941630,9,941621
73448,13,-2,848,591590,13,591577
73449,5,-17,877,112059,5,112054
73450,8,-4,370,507675,8,507667
73451,20,0,862,654776,20,654756
73452,12,15,186,1118212,12,1118200
73453,13,-9,998,374245,13,374232
73454,9,-3,133,533304,9,533295
73455,6,-2,864,581286,6,581280
73456,9,17,625,1168664,9,1168655
73457,10,16,342,1132439,10,1132429
73458,17,13,169,1054453,17,1054436
73459,20,-5,145,492063,20,492043
73460,17,9,579,933337,17,933320
73461,13,6,434,839241,13,839228
73462,20,4,511,776952,20,776932
73463,20,6,756,841863,20,841843
73464,11,-1,268,618662,11,618651
73465,5,0,959,646242,5,646237
73466,17,-10,689,340312,17,340295
73467,16,-2,957,592437,16,592421
73468,18,-13,914,247910,18,247892
73469,13,-9,866,373435,13,373422
73470,19,-5,474,494562,19,494543
73471,9,-20,218,4970,9,4961
73472,13,15,8,1116805,13,1116792
73473,16,-8,9,397944,16,397928
73474,18,-4,356,524903,18,524885
73475,6,4,492,761122,6,761116
73476,7,17,973,1176277,7,1176270
73477,5,-2,748,578654,5,578649
73478,18,18,989,1216233,18,1216215
73479,7,12,370,1007209,7,1007202
73480,14,-4,612,526703,14,526689
73481,10,-6,732,452580,10,452570
73482,20,5,352,806343,20,806323
73483,12,5,502,807446,12,807434
73484,12,-17,833,121731,12,121719
73485,6,-19,346,39043,6,39037
73486,8,9,778,923155,8,923147
73487,19,14,40,1085731,19,1085712
73488,18,-17,264,117426,18,117408
73489,9,-14,406,195683,9,195674
73490,8,5,934,801336,8,801328
73491,15,-16,778,152636,15,152621
73492,13,11,908,997471,13,997458
73493,17,9,938,936094,17,936077
73494,15,8,141,899059,15,899044
73495,17,-2,650,590026,17,590009
73496,6,-10,840,330642,6,330636
73497,12,-14,801,215827,12,215815
73498,17,-9,762,372567,17,372550
73499,18,10,91,960570,18,960552
73500,19,0,692,653577,19,653558
73501,17,-17,66,115989,17,115972
73502,17,-5,625,495611,17,495594
73503,12,-19,15,53991,12,53979
73504,12,9,301,931156,12,931144
73505,14,-17,980,122682,14,122668
73506,18,-20,915,29801,18,29783
73507,18,-6,737,464797,18,464779
73508,8,1,357,665016,8,665008
73509,19,-19,320,56480,19,56461
73510,7,-10,605,325735,7,325728
73511,7,1,409,666129,7,666122
73512,16,14,208,1087023,16,1087007
73513,10,19,306,1224413,10,1224403
73514,10,18,7,1186708,10,1186698
73515,7,6,931,833186,7,833179
73516,18,-20,502,26616,18,26598
73517,9,14,626,1075901,9,1075892
73518,14,16,512,1150743,14,1150729
73519,20,-19,479,57641,20,57621
73520,5,6,7,812286,5,812281
73521,13,-16,927,153742,13,153729
73522,19,10,796,966066,19,966047
73523,15,-20,896,29705,15,29690
73524,17,11,867,997164,17,997147
73525,16,5,786,809502,16,809486
73526,16,-9,147,367643,16,367627
73527,5,-17,714,108768,5,108763
73528,10,-8,441,384466,10,384456
73529,19,-1,482,620445,19,620426
73530,13,13,392,1056140,13,1056127
73531,6,11,995,989729,6,989723
73532,6,-7,709,420894,6,420888
73533,15,-9,688,371868,15,371853
73534,5,1,845,675343,5,675338
73535,11,-5,192,492384,11,492373
73536,17,4,320,775508,17,775491
73537,11,-8,283,399866,11,399855
73538,10,-18,491,72998,10,72988
73539,10,-18,690,77142,10,77132
73540,5,-11,946,301456,5,301451
73541,11,19,169,1242105,11,1242094
73542,13,-7,846,434501,13,434488
73543,20,3,909,748685,20,748665
73544,9,-9,779,360979,9,360970
73545,17,18,629,1213449,17,1213432
73546,5,3,197,723117,5,723112
73547,8,-17,620,106875,8,106867
73548,17,-15,94,178494,17,178477
73549,17,8,634,903003,17,902986
73550,15,12,949,1029409,15,1029394
73551,13,18,847,1215156,13,1215143
73552,9,-14,584,199358,9,199349
73553,15,2,177,711932,15,711917
73554,12,12,562,1026161,12,1026149
73555,7,-7,304,412416,7,412409
73556,13,15,377,1119549,13,1119536
73557,13,-13,249,242885,13,242872
73558,7,6,632,826556,7,826549
73559,12,-20,869,29494,12,29482
73560,18,17,249,1179762,18,1179744
73561,20,0,478,651753,20,651733
73562,5,11,570,980699,5,980694
73563,12,19,348,1243583,12,1243571
73564,7,-17,384,101718,7,101711
73565,13,-7,388,431281,13,431268
73566,17,-1,853,623076,17,623059
73567,13,4,376,775926,13,775913
73568,17,-10,921,342006,17,341989
73569,10,-12,810,267067,10,267057
73570,12,-19,107,54808,12,54796
73571,14,7,58,867453,14,867439
73572,12,-1,477,620401,12,620389
73573,17,-16,599,151433,17,151416
73574,15,2,148,711730,15,711715
73575,13,18,393,1211940,13,1211927
73576,5,-5,372,476227,5,476222
73577,12,-9,853,373331,12,373319
73578,17,2,141,711681,17,711664
73579,11,-14,466,213119,11,213108
73580,17,17,359,1180654,17,1180637
73581,11,-11,378,306782,11,306771
73582,12,3,753,747523,12,747511
73583,15,-15,606,182214,15,182199
73584,5,14,28,1062409,5,1062404
73585,16,-20,562,27102,16,27086
73586,15,6,524,840062,15,840047
73587,15,7,103,867771,15,867756
73588,8,-10,299,318995,8,318987
73589,9,7,171,848373,9,848364
73590,14,-13,496,244673,14,244659
73591,5,15,590,1106947,5,1106942
73592,8,17,804,1172592,8,1172584
73593,8,-15,861,173786,8,173778
73594,19,-17,90,116264,19,116245
73595,20,8,69,898412,20,898392
73596,19,19,849,1247641,19,1247622
73597,11,10,392,962774,11,962763
73598,16,7,415,870115,16,870099
73599,10,15,342,1101827,10,1101817
73600,18,5,387,806649,18,806631
73601,20,-16,878,153445,20,153425
73602,11,-6,219,460847,11,460836
73603,20,1,958,687320,20,687300
73604,8,19,35,1218201,8,1218193
73605,20,-1,518,620710,20,620690
73606,15,19,47,1241099,15,1241084
73607,13,-6,123,459989,13,459976
73608,18,16,373,1149837,18,1149819
73609,18,-7,548,432476,18,432458
73610,17,-7,351,431007,17,430990
73611,19,17,776,1183634,19,1183615
73612,15,17,412,1180992,15,1180977
73613,17,-14,524,213569,17,213552
73614,12,17,276,1179982,12,1179970
73615,7,17,583,1167683,7,1167676
73616,18,-1,861,623160,18,623142
73617,7,10,633,951174,7,951167
73618,15,-14,193,210809,15,210794
73619,18,10,447,963222,18,963204
73620,20,11,419,993926,20,993906
73621,16,-15,408,180783,16,180767
73622,20,9,553,933113,20,933093
73623,7,-18,654,76431,7,76424
73624,9,-11,551,293426,9,293417
73625,8,-2,657,576740,8,576732
73626,15,13,964,1060384,15,1060369
73627,17,2,112,711436,17,711419
73628,17,4,268,775134,17,775117
73629,10,-3,822,548751,10,548741
73630,10,17,194,1159401,10,1159391
73631,18,-9,756,372475,18,372457
73632,16,0,48,648613,16,648597
73633,5,3,821,736526,5,736521
73634,18,-2,459,588598,18,588580
73635,9,-12,167,253110,9,253101
73636,16,-2,849,591595,16,591579
73637,7,-9,120,346170,7,346163
73638,5,13,884,1049765,5,1049760
73639,13,7,616,871526,13,871513
73640,8,19,546,1229859,8,1229851
73641,18,14,520,1089520,18,1089502
73642,6,5,299,787841,6,787835
73643,8,0,373,633415,8,633407
73644,7,8,170,878844,7,878837
73645,18,-4,540,526200,18,526182
73646,19,-15,1000,185411,19,185392
73647,8,9,316,913460,8,913452
73648,8,-20,318,7127,8,7119
73649,7,-5,863,486729,7,486722
73650,16,-6,405,462227,16,462211
73651,9,4,579,763063,9,763054
73652,20,-20,674,27982,20,27962
73653,12,15,945,1123703,12,1123691
73654,16,-1,872,623224,16,623208
73655,11,6,831,842465,11,842454
73656,9,-15,247,160736,9,160727
73657,20,-4,762,527727,20,527707
73658,16,-14,34,209587,16,209571
73659,12,9,110,929852,12,929840
73660,9,-7,421,414941,9,414932
73661,6,13,209,1035182,6,1035176
73662,5,-5,210,472621,5,472616
73663,17,7,689,872066,17,872049
73664,9,-10,655,326773,9,326764
73665,13,13,821,1059392,13,1059379
73666,18,-8,245,399655,18,399637
73667,16,-6,356,461905,16,461889
73668,14,8,714,903659,14,903645
73669,13,14,481,1089213,13,1089200
73670,15,18,432,1212230,15,1212215
73671,9,-13,168,221955,9,221946
73672,19,8,158,899215,19,899196
73673,6,17,136,1158163,6,1158157
73674,17,19,153,1241989,17,1241972
73675,18,19,146,1241945,18,1241927
73676,14,-9,406,369738,14,369724
73677,18,-17,626,120170,18,120152
73678,18,16,191,1148505,18,1148487
73679,16,-12,584,276808,16,276792
73680,20,-7,160,429485,20,429465
73681,10,-11,353,288987,10,288977
73682,16,-4,747,527638,16,527622
73683,13,-9,339,369166,13,369153
73684,18,-4,647,526946,18,526928
73685,9,7,423,853889,9,853880
73686,18,-15,652,182670,18,182652
73687,6,-20,716,15714,6,15708
73688,18,-11,115,304647,18,304629
73689,20,17,669,1182863,20,1182843
73690,14,9,277,930963,14,930949
73691,11,16,454,1150398,11,1150387
73692,20,-2,344,587699,20,587679
73693,19,12,359,1024712,19,1024693
73694,6,-10,134,315646,6,315640
73695,20,12,566,1026203,20,1026183
73696,9,6,845,831344,9,831335
73697,14,-10,978,342472,14,342458
73698,6,18,758,1202689,6,1202683
73699,20,1,202,681496,20,681476
73700,8,1,412,666192,8,666184
73701,11,-9,219,368124,11,368113
73702,5,-19,199,36034,5,36029
73703,16,14,567,1089850,16,1089834
73704,16,3,932,748917,16,748901
73705,9,8,469,885438,9,885429
73706,7,13,214,1035311,7,1035304
73707,12,-4,289,524325,12,524313
73708,15,-13,563,245200,15,245185
73709,18,4,930,780124,18,780106
73710,13,-5,774,496640,13,496627
73711,8,18,878,1205294,8,1205286
73712,20,19,352,1243627,20,1243607
73713,5,16,676,1139365,5,1139360
73714,19,6,666,841136,19,841117
73715,17,-5,210,492518,17,492501
73716,10,14,616,1075595,10,1075585
73717,20,2,209,712176,20,712156
73718,15,-7,956,435411,15,435396
73719,14,-20,188,24303,14,24289
73720,7,-16,853,142346,7,142339
73721,12,19,569,1245423,12,1245411
73722,20,-18,221,86997,20,86977
73723,7,12,520,1010235,7,1010228
73724,16,14,636,1090397,16,1090381
73725,7,-4,57,500537,7,500530
73726,7,7,300,851287,7,851280
73727,14,-13,582,245349,14,245335
73728,18,19,492,1244821,18,1244803
73729,17,-19,651,59110,17,59093
73730,6,-9,146,346713,6,346707
73731,13,3,119,742722,13,742709
73732,17,-11,327,306367,17,306350
73733,13,-12,896,279230,13,279217
73734,6,-11,735,297010,6,297004
73735,9,18,823,1204139,9,1204130
73736,12,-13,391,243898,12,243886
73737,14,-4,323,524626,14,524612
73738,14,-9,678,371788,14,371774
73739,7,-17,192,97476,7,97469
73740,12,12,701,1027334,12,1027322
73741,11,19,332,1243456,11,1243445
73742,13,-20,657,27822,13,27809
73743,15,19,958,1248479,15,1248464
73744,14,1,44,680134,14,680120
73745,11,7,23,867167,11,867156
73746,16,-11,527,307950,16,307934
73747,10,-18,909,82206,10,82196
73748,12,14,245,1087337,12,1087325
73749,5,5,771,797758,5,797753
73750,12,17,973,1185245,12,1185233
73751,15,-7,905,434996,15,434981
73752,20,7,150,868121,20,868101
73753,14,-12,189,273853,14,273839
73754,18,-12,476,276012,18,275994
73755,6,16,392,1133550,6,1133544
73756,17,7,248,868817,17,868800
73757,13,-12,887,279150,13,279137
73758,6,4,119,753116,6,753110
73759,19,10,49,960234,19,960215
73760,9,9,50,907878,9,907869
73761,15,19,357,1243669,15,1243654
73762,16,-20,114,23624,16,23608
73763,6,16,451,1134950,6,1134944
73764,19,-3,277,555738,19,555719
73765,6,19,68,1218977,6,1218971
73766,6,14,832,1080555,6,1080549
73767,20,-15,715,183103,20,183083
73768,14,4,872,779767,14,779753
73769,14,2,400,713670,14,713656
73770,15,-10,987,342552,15,342537
73771,20,-20,971,30142,20,30122
73772,10,19,251,1223030,10,1223020
73773,16,-16,508,150751,16,150735
73774,20,2,139,711662,20,711642
73775,20,-14,658,214653,20,214633
73776,9,16,665,1139171,9,1139162
73777,13,14,2,1085368,13,1085355
73778,9,-18,156,65917,9,65908
73779,9,-5,73,469535,9,469526
73780,18,17,866,1184509,18,1184491
73781,20,16,300,1149306,20,1149286
73782,12,4,485,776731,12,776719
73783,15,14,321,1087944,15,1087929
73784,5,3,273,724765,5,724760
73785,20,11,960,997728,20,997708
73786,5,10,781,954392,5,954387
73787,17,13,576,1057624,17,1057607
73788,5,19,419,1227224,5,1227219
73789,8,9,353,914187,8,914179
73790,9,-13,641,231995,9,231986
73791,6,10,617,950853,6,950847
73792,17,-14,75,209898,17,209881
73793,7,-12,507,260639,7,260632
73794,6,-12,20,250013,6,250007
73795,20,-12,224,274181,20,274161
73796,7,-9,201,347878,7,347871
73797,5,-8,697,390417,5,390412
73798,8,-13,42,219288,8,219280
73799,20,-3,715,559461,20,559441
73800,19,-17,287,117628,19,117609
73801,14,-2,425,588318,14,588304
73802,10,17,768,1171578,10,1171568
73803,16,3,735,747401,16,747385
73804,19,2,424,713843,19,713824
73805,14,7,341,869509,14,869495
73806,12,-14,32,209579,12,209567
73807,20,3,574,746119,20,746099
73808,15,-3,660,559046,15,559031
73809,15,8,944,905315,15,905300
73810,20,-11,398,306922,20,306902
73811,16,13,821,1059398,16,1059382
73812,9,-3,793,548191,9,548182
73813,20,-10,778,340911,20,340891
73814,17,13,531,1057140,17,1057123
73815,12,3,20,741932,12,741920
73816,10,8,682,890215,10,890205
73817,18,7,122,867900,18,867882
73818,12,0,455,651566,12,651554
73819,10,-16,217,128814,10,128804
